63;93;12.4648
42;93;5.7346
93;42;4.6641
63;112;3.664
63;56;2.7252
139;42;2.6275
63;99;2.5707
93;63;2.4184
2;56;2.1979
93;56;1.8797
1;56;1.6115
56;63;1.5683
6;93;1.5274
59;93;1.3433
6;112;1.2933
93;6;1.0956
139;56;1.0365
40;56;0.9478
42;112;0.9205
42;139;0.9046
