162;38;Zcash (ZEC);ZEC;988;0;110000000000111011101111011111111111101111001010101111111101011011111011110000001011011100001100000011111111111110011111011111011110111100100101010111110011110
163;39;Tether (USDT);USDT;840;0;110000000000111011100111011011111100110000000000000111011110100010111011100000001010010000010111000101111111110010011111011101011110101110100001010101010011110
164;25;PayPal GBP;GBP PayPal;826;0;100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
165;98;Alipay;CNY Alipay;156;0;100000000000000000000000000000000000000000000000000000000000000000100010000000000000000000000000000000011000000000000000000000000000000000000000000000000000000
166;141;Любой банк CNY;CNY Банк;156;1;100000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000011000000000000000000000000000000000000000000000000010000
167;142;Любой банк THB;THB Банк;764;1;110000000000101000000000010000010000000100000000000000000000000000101000000000000000000000000000000001100110000000010000000000001010000000000000000000000000000
168;126;Банк Астаны;KZT БанкАстаны;398;1;110001000000100011100000000010000000000000000000000000000000000000011011100000000000000000000100000100000000000000000000000000000000000000000000000000000000000
169;59;Exmo UAH;UAH Exmo;980;0;110000000000000001100000011111110100111100001000000111011100001000111011100000000000000000000100000001000000000000010000011111000110110100100000000000000010000
170;79;W1 RUB;RUB W1;643;0;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
171;11;Paymer EUR;EUR Paymer;978;0;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
172;27;Bitcoin Cash (BCH);BCH;987;0;110000000000111001101111010111111111111111001010101111111101011011111011110000001011011100001101000011111111111110011111011111011110111100100101010111110011110
173;40;NEM (XEM);XEM;986;0;100000000000101001100000011111111100111000001000101111010000001010111011000000000000011000000000000001111110000000001111011111011110110100100101010101010000000
174;41;Augur (REP);REP;985;0;100000000000000001001000011011101101110000001000000000000000000010100010000000000000000000000000000000010000000000000000000000010000010000000001010101010010000
175;93;ePayments;USD EPM;840;0;000000000000000001000000000000000000000000000000000000000000000000100000000000000100000000000000000001000000000000000000000000000000000000000000000000000000000
176;55;WEX BTC;BTC WEX;967;0;000000000000101001101000001011111111111000000000000111011101111000111011100000000011000000001000000011101111011110010000000000001000001000000000000000000011000
177;42;NEO (NEO);NEO;984;0;100000000000101001000000011011111000110000000000000110011000000010110011000000000000000000000000000001111111000000000000001100011100111000000001010111110011000
178;43;EOS (EOS);EOS;983;0;100000000000101001000000000000000000000000000000000000000000000010100000000000000000000000000000000001111111000000000000000000011000011000000001010111110011000
179;44;IOTA (MIOTA);MIOTA;982;0;100000000000000001000000000000000000000000000000000000000000000010100000000000000000000000000000000000010000000000000000000000010000010000000001010101010010000
180;45;Lisk (LSK);Lisk;981;0;000000000000000001001000011011101101110010000000000110000000000010000011000000000000000000000000000000111100000000000000000000000000000000000001010101010000000
181;46;Cardano (ADA);ADA;100;0;000000000000000001000000000000000000000000000000000000000000000010100010000000000000000000000000000001011000000000000000000000011100000000000000010101000000000
182;47;Stellar (XLM);XLM;101;0;100000000000000001000000011010111000110000000000000100010000000011110010000000000000000000000000000001011100000000000000000000011100010000000001010101010010000
183;48;Bytecoin (BCN);BCN;102;0;000000000000000001000000000000000000000000000000000110000000000010000010000000000000000000000000000000111100000000000000000000000000000000000001010101010000000
184;28;Bitcoin Gold (BTG);BTG;103;0;100000000000111001100100011011110100111100001000000111011100001011111011100000000000000000010000000001100100000000000000011111011100110100100000010101000000000
185;49;TRON (TRX);TRX;104;0;100000000000000001000000000000000000000000000000000100010000000010100010000000000000000000000000000001110110000000000000000000011100010000000001010101010010000
186;60;Exmo BTC;BTC Exmo;967;0;000000000000101001101000001011111111110000000000000111111100011000111011100000000011000000001000000011100111011110000000000000001000000000000000000000000000000
187;138;Любой банк BYN;BYN Банк;974;1;000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
