122;129;622;1;1.0383;9699.03;0.0;1
140;112;219;1;16298.4443;19111.12;0.0;1
110;114;441;1;310.6;458000;0.0;1
40;6;621;1;62.19262;285921.57;0.0;1
110;75;441;1;310.6;1395390.15;0.0;1
110;90;441;1;310.6;250070;0.0;1
105;112;271;1.3;1;168418.32;0.0;1
138;162;89;129.15331221;1;594.71;0.0;1
110;41;441;1.3779;1;2222;0.0;1
6;62;656;1.05263158;1;7827848.55;0.0;1
117;129;622;65.5572;1;9699.03;0.0;1
104;59;271;1;58;28433.28;0.0;1
105;172;544;57132.0423;1;78.84;0.0;1
105;63;271;1.009;1;207953.03;0.0;1
108;165;613;1;6.15;9882;0.0;1
64;160;633;1153.5725;1;998.15;0.0;1
51;160;633;1196.8712;1;998.15;0.0;1
52;160;633;1137.1936;1;998.15;0.0;1
99;95;271;1;5210.5;9857.94;0.0;1
53;82;622;66.8091;1;20207.98;0.0;1
163;91;466;1;57.94318182;6059478;0.0;1
120;41;219;1.004925;1;3549.2;0.0;1
105;88;271;64.5;1;579.62;0.0;1
105;139;271;38335.718666939;1;8.75;0.0;1
110;109;441;1.4;1;10.8;0.0;1
53;6;622;1.0225;1;3422844.99;0.0;1
97;140;645;242.11320284;1;437.04;0.0;1
120;167;609;1;36.46599;111200.72;0.0;1
108;129;622;1.0405;1;9699.03;0.0;1
121;71;524;1.06382979;1;364800.89;0.0;1
117;88;614;64.7812;1;5159.04;0.0;1
118;121;362;1;2.27948595;13957.63;0.0;1
140;143;524;1;204.8;189515.42;0.0;1
105;160;633;1109.7644;1;998.15;0.0;1
163;42;524;1;60.05;8684894.05;0.0;1
110;120;441;1.3895;1;29.85;0.0;1
149;89;425;1;121.78;300000;0.0;1
93;119;219;1;5757.4522;743.39;0.0;1
40;129;622;1.0319;1;9699.03;0.0;1
53;63;622;1.0165;1;2980850.8;0.0;1
117;172;544;57010.8278;1;78.84;0.0;1
172;162;220;1;4.37850368;11.84;0.0;1
41;129;622;1;1.111;9699.03;0.0;1
105;6;271;1;1;147596.33;0.0;1
53;119;622;75.9601;1;9215.21;0.0;1
53;112;622;1.0403;1;1169424.14;0.0;1
110;6;441;1;57.2354;3604.22;0.0;1
53;104;622;63.8564;1;67424.89;0.0;1
110;139;441;734.0975;1;1.6;0.0;1
105;40;271;65;1;1829.65;0.0;1
172;140;220;1;3.15468098;1.74;0.0;1
105;108;271;62.5;1;12.62;0.0;1
51;93;271;492428.90557676;1;0.91;0.0;1
161;167;609;1;17.07382;111200.72;0.0;1
138;129;622;1;1.5191;9699.03;0.0;1
119;88;219;1;1.0996;31.72;0.0;1
91;140;466;17399.22108138;1;233;0.0;1
110;104;441;1.3;1;1100;0.0;1
40;129;433;1.02;1;11343.24;0.0;1
120;140;219;235.639175;1;17.13;0.0;1
110;51;656;1;53.55;290086.3;0.0;1
177;101;405;1;35.387424;15000;0.0;1
110;88;441;1.5;1;54.91;0.0;1
110;108;441;1.3124684502776;1;4550;0.0;1
6;52;656;1.05263158;1;3095447.66;0.0;1
137;129;622;1;1.296;9699.03;0.0;1
104;41;618;1.2453;1;57.87;0.0;1
110;105;656;1;53.55;2024070.64;0.0;1
147;105;524;1;58.0464;12127874.79;0.0;1
110;93;441;14416.5;1;0.8;0.0;1
51;117;271;1.0542;1;87790.94;0.0;1
108;174;473;38.402458;1;1400;0.0;1
110;40;441;1.4070351758794;1;710.82;0.0;1
127;129;441;348;1;81.01;0.0;1
172;143;659;1;833.788169;58250.07;0.0;1
53;41;622;75.5439;1;7765.72;0.0;1
161;6;652;1;30.82394588;340387.64;0.0;1
40;93;621;9567.54688098;1;1;0.0;1
185;78;425;22.61727055;1;45000;0.0;1
111;99;369;35969.87250892;1;100.22;0.0;1
127;112;441;6.444;1;350;0.0;1
51;99;271;6663.1130064;1;8.83;0.0;1
115;129;622;358.8004;1;9699.03;0.0;1
149;63;693;1;7055.45880601;2035712.74;0.0;1
121;163;239;69.797422048569;1;22000;0.0;1
82;145;433;1.025;1;2302.96;0.0;1
127;139;441;226274.7016;1;1.6;0.0;1
149;89;425;1;121.78;300000;0.0;1
42;129;622;65.0743;1;9699.03;0.0;1
163;91;524;1;60.5979;48369637.91;0.0;1
63;53;622;1.0536;1;2547064.79;0.0;1
108;64;79;1;57.353;1307961.37;0.0;1
127;104;441;348;1;1100;0.0;1
177;116;405;1;35.387424;15000;0.0;1
177;78;405;1;35.300958;15000;0.0;1
161;89;425;1.86292591;1;300000;0.0;1
108;130;418;1;47.6965;8400.37;0.0;1
149;91;693;1;7055.45880601;24900000.6;0.0;1
127;114;441;1.1;1;458000;0.0;1
127;75;441;1.1;1;1395390.15;0.0;1
127;168;441;1.1;1;390575.8;0.0;1
105;129;622;65.7084;1;9699.03;0.0;1
127;90;441;1.1;1;250070;0.0;1
129;93;637;7483.333333;1;14.91;0.0;1
127;93;441;2926892.75;1;0.8;0.0;1
119;53;622;1;67.1051;2547064.79;0.0;1
127;117;441;5.9636547198385;1;209;0.0;1
140;62;524;1;16362;15417734.02;0.0;1
127;108;441;349.31852599697;1;4550;0.0;1
127;125;441;420;1;6;0.0;1
127;109;441;346;1;10.8;0.0;1
6;129;622;67.1515;1;9699.03;0.0;1
112;53;622;1.0299;1;2547064.79;0.0;1
127;40;441;347.73869346734;1;710.82;0.0;1
163;92;524;1;24.887393;692751;0.0;1
149;42;693;1;7055.45880601;2276175.15;0.0;1
149;52;693;1;7055.45880601;4573229.82;0.0;1
127;41;441;420;1;2222;0.0;1
140;6;652;1;15200.99999999;340387.64;0.0;1
127;120;441;420;1;29.85;0.0;1
172;42;614;1;53414.2951;708669.71;0.0;1
149;6;693;1;7055.45880601;3344970.28;0.0;1
141;108;519;1;1.174;146.6;0.0;1
129;145;433;1.015;1;2302.96;0.0;1
53;40;622;64.3968;1;25524.31;0.0;1
127;88;441;346;1;54.91;0.0;1
161;140;693;541.5313878;1;111;0.0;1
104;145;433;1.008;1;2302.96;0.0;1
104;119;245;1.1827;1;3.73;0.0;1
127;6;441;5.907;1;3604.22;0.0;1
71;129;622;66.3657;1;9699.03;0.0;1
111;129;441;346;1;81.01;0.0;1
111;104;441;348;1;1100;0.0;1
111;112;441;6.444;1;350;0.0;1
111;139;441;226274.7016;1;1.6;0.0;1
111;127;441;1.01;1;6972241.67;0.0;1
112;105;583;1.03092784;1;7449347.29;0.0;1
104;53;622;1;61.3825;2547064.79;0.0;1
59;93;695;429201.32689135;1;0.48;0.0;1
104;44;245;1.0299;1;2654.61;0.0;1
104;122;245;1.1831;1;13.97;0.0;1
129;88;441;1.02040816;1;54.91;0.0;1
160;42;412;1;959.94181;1310411.56;0.0;1
111;93;441;2575665.62;1;0.8;0.0;1
93;89;521;1;6465.505;504682.66;0.0;1
110;52;656;1;53.55;3095447.66;0.0;1
104;40;245;1.0119;1;674.49;0.0;1
117;105;526;1.0279;1;727803.27;0.0;1
111;104;369;348.01302761;1;18459.8;0.0;1
111;117;441;5.9094396769308;1;209;0.0;1
148;162;505;209.36976335;1;0;0.0;1
104;41;245;1.1761;1;12.42;0.0;1
111;108;441;349.31852599697;1;4550;0.0;1
6;59;656;1.0741138571429;1;9268682.64;0.0;1
88;165;613;1;6.2;9882;0.0;1
161;89;425;1.86292591;1;300000;0.0;1
51;161;641;35.56490135;1;1345.14;0.0;1
104;93;245;7004.0568;1;0.36;0.0;1
110;42;656;1;53.55;1698645.76;0.0;1
111;41;441;420;1;2222;0.0;1
51;160;641;1180.65897858;1;4.31;0.0;1
122;172;544;950.5283;1;78.84;0.0;1
139;62;613;1;33012.510274;2500000;0.0;1
40;139;219;550.397948;1;9.39;0.0;1
111;40;441;347.73869346734;1;710.82;0.0;1
49;1;205;71.3979723;1;679.19;0.0;1
99;89;425;1;96.45;300000;0.0;1
131;121;219;1;70.4618;8170.97;0.0;1
143;149;239;131.17023;1;29.2;0.0;1
141;149;519;110.31299658;1;794.21;0.0;1
111;125;441;420;1;6;0.0;1
132;2;342;1.0449;1;25192;0.0;1
108;99;614;100.1124;1;8.08;0.0;1
91;140;466;17399.22108138;1;233;0.0;1
177;67;405;1;35.429169;15000;0.0;1
40;145;433;1.01;1;2302.96;0.0;1
78;40;346;1.2121212121212;1;30000;0.0;1
52;93;460;580000;1;0.2;0.0;1
108;63;614;1;61.7866;524009.84;0.0;1
117;42;526;1.0222;1;1372254.28;0.0;1
111;109;441;346;1;10.8;0.0;1
104;88;245;1.0193;1;49.29;0.0;1
139;42;614;1;25000;708669.71;0.0;1
1;60;96;1;24.4033958;53705.95;0.0;1
111;120;441;420;1;29.85;0.0;1
111;88;441;346;1;54.91;0.0;1
99;89;425;1;96.45;300000;0.0;1
160;89;425;1;16.982;300000;0.0;1
121;120;448;75.1807;1;559.46;0.0;1
93;63;632;1;419518.29644;32112;0.0;1
156;112;219;1;61.7685;19111.12;0.0;1
117;120;526;74.6812;1;376.33;0.0;1
41;117;273;1;70.17819048;944.61;0.0;1
147;63;524;1;58.0464;18002883.91;0.0;1
40;104;547;1.00502513;1;18026.3;0.0;1
121;139;219;34238.6886;1;9.39;0.0;1
117;88;526;64.21745764;1;1951.98;0.0;1
121;161;239;34.9573;1;23154.7;0.0;1
104;40;547;1.01936799;1;38349.05;0.0;1
53;120;622;77.5683;1;2203.69;0.0;1
141;99;519;88.20460929;1;2761.62;0.0;1
160;89;425;1;16.982;300000;0.0;1
176;63;632;1;419518.29644;32112;0.0;1
117;56;601;2.56999;1;337032.17;0.0;1
42;160;633;1103.394;1;998.15;0.0;1
60;163;657;28.507;1;3226.21;0.0;1
91;140;466;17399.22108138;1;233;0.0;1
145;88;433;1.039;1;115332.69;0.0;1
99;71;271;1;5210.5;9003.48;0.0;1
163;89;524;1.05263158;1;1281579.02;0.0;1
41;53;622;1;71.2794;2547064.79;0.0;1
108;99;601;190;1;6.53;0.0;1
60;162;657;5397.55290654;1;5.53;0.0;1
59;129;622;66.3657;1;9699.03;0.0;1
154;177;239;40.065897;1;75;0.0;1
63;160;633;1154.3971;1;998.15;0.0;1
63;129;622;66.4414;1;9699.03;0.0;1
139;89;425;1;535;300000;0.0;1
40;99;601;190;1;6.53;0.0;1
104;121;245;1;61.084;2711.5;0.0;1
40;52;387;1;61.25881;2795696.7;0.0;1
138;149;89;81.6899921;1;30.07;0.0;1
108;119;219;1.1852;1;743.39;0.0;1
53;121;622;1.0499;1;891396.19;0.0;1
117;41;526;74.6475;1;411.72;0.0;1
111;6;441;5.5311;1;3604.22;0.0;1
120;129;219;1;1.1594;1413.34;0.0;1
71;139;219;34132.002;1;9.39;0.0;1
139;129;622;1;513.3363;9699.03;0.0;1
99;117;271;1;5823.5;87790.94;0.0;1
140;139;387;2.05500357;1;10.04;0.0;1
6;139;621;35748.76172;1;4.39;0.0;1
121;51;524;1.06382979;1;4811824.79;0.0;1
99;93;271;81.880921748773;1;0.91;0.0;1
112;104;245;63.6174;1;5556.05;0.0;1
99;139;387;5.59489;1;5.88;0.0;1
130;42;219;1.033775;1;1829.44;0.0;1
99;88;271;1;88.41292;579.62;0.0;1
181;143;239;6.75406426;1;200;0.0;1
172;139;387;1;1.62711;10.04;0.0;1
6;63;656;1.04166667;1;18545765.95;0.0;1
99;139;89;5.77703699;1;2993.63;0.0;1
88;139;387;537.34309;1;10.04;0.0;1
162;160;219;1;11.047;162.48;0.0;1
6;40;656;66.1;1;33900.7;0.0;1
141;160;519;15.40125253;1;6676.66;0.0;1
121;129;622;64.5774;1;9699.03;0.0;1
139;51;271;1;31358.17378;96825.44;0.0;1
99;121;271;1;5210.5;53316.02;0.0;1
6;108;656;66.1;1;11104.16;0.0;1
88;129;622;1.03;1;9699.03;0.0;1
139;89;425;1;535;300000;0.0;1
162;56;618;1;4720.6168;26460.35;0.0;1
139;56;618;1;13028.5077;26460.35;0.0;1
141;139;519;484.55293692;1;1445.68;0.0;1
104;56;618;1;24.5922;786221;0.0;1
119;104;219;1.00715128;1;6215.63;0.0;1
51;93;219;439237.266;1;19.49;0.0;1
111;108;369;354.61128538;1;43;0.0;1
120;129;622;1;1.1432;9699.03;0.0;1
181;58;239;6.88737109375;1;21450;0.0;1
93;129;622;1;6682.3252;9699.03;0.0;1
3;18;84;1;2.20599979;294.49;0.0;1
141;140;519;239.85376596;1;399.3;0.0;1
93;56;618;1;162661.5385;1084000;0.0;1
121;117;448;1.0470469459869;1;144270;0.0;1
141;172;519;796.93467048;1;891.56;0.0;1
1;58;96;1.1116547228236;1;12027.12;0.0;1
103;127;441;1.1;1;6972241.67;0.0;1
121;63;120;1.08335;1;44671.45;0.0;1
172;89;425;1;879.91;300000;0.0;1
161;104;693;2.04209878;1;1158.53;0.0;1
111;93;369;2471884.2577859;1;7.56;0.0;1
103;112;441;6.444;1;350;0.0;1
41;40;547;1;1.134581;38349.05;0.0;1
181;108;239;6.6057585966683;1;5397.48;0.0;1
141;93;519;6084.42751622;1;128.67;0.0;1
110;108;656;1.2128562823529;1;11104.16;0.0;1
40;53;622;1;59.0602;2547064.79;0.0;1
59;104;271;65;1;2990.34;0.0;1
108;172;544;940.2173;1;78.84;0.0;1
139;143;613;1;521.317875;24000;0.0;1
111;120;337;420;1;88.57;0.0;1
172;89;425;1;879.91;300000;0.0;1
163;60;524;1;24.357874;428362.5;0.0;1
181;88;239;6.61187625;1;300;0.0;1
129;64;622;1;60.7441;784098.89;0.0;1
51;139;641;34205.84369629;1;21.24;0.0;1
91;140;466;17399.22108138;1;233;0.0;1
109;119;219;1.44724921;1;743.39;0.0;1
121;79;524;1.06382979;1;3850880.71;0.0;1
93;141;425;1;5528.62;100000;0.0;1
140;93;524;26.10966057;1;257.99;0.0;1
40;82;433;1;1.0026;3820.34;0.0;1
181;40;239;6.645101758794;1;6309.26;0.0;1
93;141;425;1;5528.62;100000;0.0;1
141;93;425;6097.56097561;1;100;0.0;1
110;88;656;1.2886598;1;172295.8;0.0;1
141;88;519;1;1.145;1052.34;0.0;1
154;181;239;1;5.97853705;26890;0.0;1
163;108;524;1.02040816;1;189885.88;0.0;1
103;6;441;5.77419355;1;3604.22;0.0;1
116;181;239;1;5.81246658;26890;0.0;1
91;140;466;17399.22108138;1;233;0.0;1
71;172;544;57773.5928;1;78.84;0.0;1
112;119;245;75.2034;1;3.73;0.0;1
59;172;544;57773.5928;1;78.84;0.0;1
64;119;79;82.38589553;1;2205.55;0.0;1
117;40;526;63.9075;1;1135.66;0.0;1
93;129;643;1;6572.69294;4751.74;0.0;1
147;108;524;1.11111111;1;189885.88;0.0;1
112;44;245;67.6823;1;2654.61;0.0;1
104;40;618;1.0552;1;100;0.0;1
172;82;544;1;886.646;51244.79;0.0;1
6;129;656;68.144329896907;1;9620.25;0.0;1
141;120;519;1.03092784;1;1498.15;0.0;1
93;104;643;1;6437.56453087;6149.74;0.0;1
163;59;524;1;60.05;5213450.78;0.0;1
104;122;618;1.2456;1;336.23;0.0;1
103;139;441;226274.7016;1;1.6;0.0;1
103;104;441;348;1;1100;0.0;1
103;117;441;5.5891796769308;1;209;0.0;1
110;129;656;1.1454753777778;1;9620.25;0.0;1
103;108;441;349.31852599697;1;4550;0.0;1
92;56;519;1.0751613;1;777288.24;0.0;1
121;60;524;2.75794357;1;428362.5;0.0;1
163;104;524;1.04166667;1;1522021.58;0.0;1
40;161;700;1;1.24169616;1024.09;0.0;1
120;172;544;785.426;1;78.84;0.0;1
161;117;693;1;31.21665838;412000;0.0;1
129;139;219;547.968919;1;9.39;0.0;1
40;99;668;103.76818947;1;36.49;0.0;1
121;172;544;56742.648;1;78.84;0.0;1
6;146;656;66.1;1;10000;0.0;1
93;44;293;1;6027.3;39.33;0.0;1
111;122;337;424.02826855124;1;518.36;0.0;1
103;41;441;420;1;2222;0.0;1
41;69;218;1;1.122193;4500;0.0;1
141;93;425;6097.56097561;1;100;0.0;1
93;108;643;1;6693.17;943.79;0.0;1
121;59;524;1.06382979;1;5213450.78;0.0;1
104;120;618;1.2598;1;18;0.0;1
92;162;519;5466.30297531;1;1151.44;0.0;1
103;40;441;347.73869346734;1;710.82;0.0;1
103;125;441;420;1;6;0.0;1
110;104;656;1.1454753777778;1;189079.03;0.0;1
103;109;441;346;1;10.8;0.0;1
88;172;544;908.0295;1;78.84;0.0;1
96;1;381;1;5.9201;93839.36;0.0;1
103;93;441;2575665.62;1;0.8;0.0;1
103;120;441;420;1;29.85;0.0;1
103;88;441;346;1;54.91;0.0;1
42;93;219;459888.4074;1;19.49;0.0;1
114;129;441;346;1;81.01;0.0;1
114;112;441;6.4977;1;350;0.0;1
92;104;519;27.20108752;1;59762.63;0.0;1
42;129;441;68.036;1;81.01;0.0;1
161;160;633;32.8089;1;998.15;0.0;1
119;64;79;1;66.938;1307961.37;0.0;1
41;108;273;1;1.10266667;248.92;0.0;1
1;71;48;1;57.2185;1642817.16;0.0;1
6;145;656;69.578947368421;1;89916.57;0.0;1
92;163;519;29.25439328;1;318419.37;0.0;1
120;53;622;1;67.1593;2547064.79;0.0;1
149;160;633;1;6.9886;998.15;0.0;1
89;99;425;144.67592593;1;3000;0.0;1
117;42;614;1.02522042;1;708669.71;0.0;1
114;139;441;226274.7016;1;1.6;0.0;1
140;160;633;1;15.0763;998.15;0.0;1
93;40;643;1;6023.853;3848.67;0.0;1
114;104;441;348;1;1100;0.0;1
96;91;381;1;344.0001;969640.62;0.0;1
93;52;643;1;405589.509492;903642.56;0.0;1
114;93;441;2575665.62;1;0.8;0.0;1
64;112;79;1.09999989;1;4307603.21;0.0;1
112;64;79;1.06382979;1;1307961.37;0.0;1
91;140;466;17399.22108138;1;233;0.0;1
96;59;381;1;344.0001;101110.14;0.0;1
101;162;540;205.58;1;10;0.0;1
114;117;441;5.5841494194851;1;209;0.0;1
99;160;633;1;5.5533;998.15;0.0;1
109;42;218;1;61.05168;16001.88;0.0;1
114;108;441;349.31852599697;1;4550;0.0;1
89;99;425;96.45061728;1;3000;0.0;1
114;41;441;420;1;2222;0.0;1
172;160;633;1;50.2904;998.15;0.0;1
92;161;519;15.00467643;1;367188;0.0;1
163;51;524;1;60.05;4811824.79;0.0;1
114;40;441;347.73869346734;1;710.82;0.0;1
114;125;441;420;1;6;0.0;1
110;99;656;113.35298118;1;305.66;0.0;1
108;179;473;1.299094;1;1710.6;0.0;1
6;104;656;71.075268817204;1;189079.03;0.0;1
143;145;425;1.05820106;1;100000;0.0;1
92;40;519;28.45799986;1;2129.02;0.0;1
89;145;425;1.04145295;1;100000;0.0;1
114;109;441;346;1;10.8;0.0;1
119;140;1;241.9502;1;0.65;0.0;1
112;122;245;73.685;1;13.97;0.0;1
2;56;157;2.42;1;95734.3;0.0;1
110;93;656;8208.83270399;1;171.22;0.0;1
96;6;381;1;344.0001;101110.14;0.0;1
1;56;157;1;25.46;95734.3;0.0;1
114;120;441;420;1;29.85;0.0;1
114;88;441;346;1;54.91;0.0;1
114;6;441;5.7996;1;3604.22;0.0;1
53;88;622;65.4201;1;16143.2;0.0;1
112;40;245;63.603;1;674.49;0.0;1
89;145;425;1.04145295;1;100000;0.0;1
6;93;656;463917.5257732;1;171.22;0.0;1
119;99;1;87.5248;1;0.22;0.0;1
6;132;342;1.0499;1;363403.69;0.0;1
